2009,26.8,27.3,27.2,28.5,28.7,29.1,28.3,28.3,28.3,28.3,27.2,27.1
2010,27.5,28.9,28.6,28.6,29.2,28.3,27.7,27.9,28,28.3,27.4,26.8
2011,26.3,27.3,27,27.9,28.5,28.4,28.7,27.9,27.8,27.3,27.1,26.6
2012,26.7,27.2,27,27.6,28.2,28.7,27.7,28,27.9,27.7,27.1,26.7
2013,27,26.5,28.3,28.2,28.2,29,27.8,27.9,27.5,27.7,27.1,26.5
2014,26.2,27.2,27.9,28.2,28.6,29,28.7,27.7,28.5,28.4,27.5,27
